"","site_location","site_name","svmp_region","contract_dnr_number","planting_date.x","planted_area_m2.x","number_shoots.x","monitoring_org","monitoring_date","veg_presence","planting_method.x","shoot_count","veg_area_m2","shoot_density_m2","days_since_planted","survival","notes.x","notes2","plantingID","planting_location_code","planting_date.y","planting_method.y","donor_site_code","subproj_code","activity_type","planting_geometry","parallel_length_m","perpendicular_length_m","plot_area_m2","planted_area_m2.y","effective_area_planted_m2","number_planting_units","number_shoots.y","plot_shoot_density_m2","planted_area_shoot_density_m2","notes.y","plt_date_match","plt_area_match","num_shoots_match","plt_method_match"
"48","Delano Beach","Delano Beach - PNNL - test - 2015","CPS","IAA 12-317.1",2015-02-26,"25",500,"DNR",2015-08-03,"present","staple",NA,NA,NA,158,NA,"Zm present. At site to collect temperature (18.3 C) and salinity (29.1 PSU). Photos in Delano Beach folder.",NA,"DEL_1__2015-02-26__staple__KTI","DEL_1",2015-02-26,"staple","KTI","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"""mega""-bundles were planted with 260 shoots on 26 staples outside of the plot and just south","match","match","match","match"
"49","Delano Beach","Delano Beach - PNNL - test - 2015","CPS","IAA 12-317.1",2015-02-26,"25",500,"DNR",2015-08-11,"present","staple",NA,NA,NA,166,NA,"Zm present. On site to collect ulvoid samples for Jim Kaldy (EPA). Photos of Zm in Delano Beach folder.",NA,"DEL_1__2015-02-26__staple__KTI","DEL_1",2015-02-26,"staple","KTI","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"""mega""-bundles were planted with 260 shoots on 26 staples outside of the plot and just south","match","match","match","match"
"50","Delano Beach","Delano Beach - PNNL - test - 2015","CPS","IAA 12-317.1",2015-02-26,"25",500,"DNR",2016-05-07,"present","staple",NA,NA,NA,436,NA,"DNR snorkel monitoring",NA,"DEL_1__2015-02-26__staple__KTI","DEL_1",2015-02-26,"staple","KTI","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"""mega""-bundles were planted with 260 shoots on 26 staples outside of the plot and just south","match","match","match","match"
"51","Delano Beach","Delano Beach - PNNL - test - 2015","CPS","IAA 12-317.1",2015-02-26,"25",500,"HC",2016-05-16,"present","staple",NA,NA,NA,445,NA,"HC monitored PNNL's test transplant at Delano Beach. Observed approximately 800 shoots with an estimated density = 48.5 shoots m-2.",NA,"DEL_1__2015-02-26__staple__KTI","DEL_1",2015-02-26,"staple","KTI","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"""mega""-bundles were planted with 260 shoots on 26 staples outside of the plot and just south","match","match","match","match"
"52","Delano Beach","Delano Beach - PNNL - test - 2015","CPS","IAA 12-317.1",2015-02-26,"25",500,"DNR",2016-07-19,"present","staple",526,NA,NA,509,1.052,"DNR snorkel monitoring. Collected three shoot count measurements (197, 146, & 183). Shoots covered in algae. Snails present. Photos of Zm in Delano Beach folder.",NA,"DEL_1__2015-02-26__staple__KTI","DEL_1",2015-02-26,"staple","KTI","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"""mega""-bundles were planted with 260 shoots on 26 staples outside of the plot and just south","match","match","match","match"
"53","Delano Beach","Delano Beach - PNNL - test - 2015","CPS","IAA 12-317.1",2015-02-26,"25",500,"DNR",2017-05-29,"present","staple",NA,NA,NA,823,NA,"DNR snorkel monitoring. Reproductive shoots present. Set up site at Delano East (South Head) for future test transplant. Stopped by Delano Beach PNNL test 2015 site to confirm Zm present. Photos in Delano Beach folder.",NA,"DEL_1__2015-02-26__staple__KTI","DEL_1",2015-02-26,"staple","KTI","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"""mega""-bundles were planted with 260 shoots on 26 staples outside of the plot and just south","match","match","match","match"
"54","Delano Beach","Delano Beach - PNNL - test - 2015","CPS","IAA 12-317.1",2015-02-26,"25",500,"DNR",2017-07-24,"present","staple",NA,NA,NA,879,NA,"DNR snorkel monitoring. Changing PAR and pH sensors. Photos of Zm in Delano Beach folder.",NA,"DEL_1__2015-02-26__staple__KTI","DEL_1",2015-02-26,"staple","KTI","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"""mega""-bundles were planted with 260 shoots on 26 staples outside of the plot and just south","match","match","match","match"
"55","Delano Beach","Delano Beach - PNNL - test - 2015","CPS","IAA 12-317.1",2015-02-26,"25",500,"DNR",2017-08-20,"present","staple",NA,NA,NA,906,NA,"DNR snorkel monitoring. Collecting PAR and pH sensors. Photos of Zm in Delano Beach folder.",NA,"DEL_1__2015-02-26__staple__KTI","DEL_1",2015-02-26,"staple","KTI","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"""mega""-bundles were planted with 260 shoots on 26 staples outside of the plot and just south","match","match","match","match"
"56","Delano Beach","Delano Beach - PNNL - test - 2015","CPS","IAA 12-317.1",2015-02-26,"25",500,"DNR",2018-05-30,"present","staple",NA,NA,NA,1189,NA,"DNR snorkel monitoring. Zm looked good with some repros.",NA,"DEL_1__2015-02-26__staple__KTI","DEL_1",2015-02-26,"staple","KTI","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"""mega""-bundles were planted with 260 shoots on 26 staples outside of the plot and just south","match","match","match","match"
"57","Delano Beach","Delano Beach - PNNL - test - 2015","CPS","IAA 12-317.1",2015-02-26,"staple",25,"PNNL",2019-06-08,"present","staple",50,25,2,1563,2,"PNNL divers estimated ~50 shoots in 1m x 1.5m patch, 50-70cm tall, 4 flowering shoots, macroalgae present",NA,"DEL_1__2015-02-26__staple__KTI","DEL_1",2015-02-26,"staple","KTI","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"""mega""-bundles were planted with 260 shoots on 26 staples outside of the plot and just south","match","no_match","no_match","match"
"58","Delano Beach","Delano Beach - PNNL - test - 2015","CPS","IAA 12-317.1",2015-02-26,"staple",25,"PNNL",2020-05-14,"present","staple",568,25,22.72,1904,22.72,"all eelgrass in 1m2 patch in the middle of test plot",NA,"DEL_1__2015-02-26__staple__KTI","DEL_1",2015-02-26,"staple","KTI","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"""mega""-bundles were planted with 260 shoots on 26 staples outside of the plot and just south","match","no_match","no_match","match"
"59","Delano Beach","Delano Beach - PNNL - test - 2015","CPS","IAA 12-317.1",2015-02-26,"staple",25,"DNR",2021-04-30,"present","staple",53,1,53,2255,2.12,"eelgrass present along with many crabs. Shoots looked small and appear to be heavily disturbed by bioturbators (e.g., crabs). Left original helical anchors (2) and PVC (2) to demarcate site. Recovered rebar that was planted at the site on 06/28/2018.",NA,"DEL_1__2015-02-26__staple__KTI","DEL_1",2015-02-26,"staple","KTI","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"""mega""-bundles were planted with 260 shoots on 26 staples outside of the plot and just south","match","no_match","no_match","match"
"60","Delano Beach","Delano Beach - PNNL - test - 2015","CPS","IAA 12-317.1",2015-02-26,"staple",25,"DNR",2021-06-12,"present","staple",53,1,53,2298,2.12,"Eelgrass present, evidence of wasting disease",NA,"DEL_1__2015-02-26__staple__KTI","DEL_1",2015-02-26,"staple","KTI","zos_rest_ps__DNR__PNNL","test","point",5,5,25,25,0.625,125,500,20,20,"""mega""-bundles were planted with 260 shoots on 26 staples outside of the plot and just south","match","no_match","no_match","match"
"61","Delano Beach","Delano Beach - SE - HC - large - 2016","CPS","SC 16-17",2016-06-14,"50.4",20850,"DNR",2016-07-19,"present","burlap",NA,NA,NA,35,NA,"Zm looked great. Abundance of green algae too. Lots of photos of transplants in Delano Beach folder.",NA,"DEL_P1__2016-06-14__burlap__CTI","DEL_P1",2016-06-14,"burlap","CTI","zos_rest_ps__WDFW__Hart Crowser","large scale","polygon",35,6,210,50.4,78.75,1260,20850,99.2857142857143,413.690476190476,"None.","match","match","match","match"
"62","Delano Beach","Delano Beach - SE - HC - large - 2016","CPS","SC 16-17",2016-06-14,"50.4",20850,"HC",2017-07-17,"absent","burlap",0,NA,NA,398,0,"No trace of site found. HC divers surveyed 300 ft in either direction of GPS coordinates. Evidence of disturbance via digging for geoducks.",NA,"DEL_P1__2016-06-14__burlap__CTI","DEL_P1",2016-06-14,"burlap","CTI","zos_rest_ps__WDFW__Hart Crowser","large scale","polygon",35,6,210,50.4,78.75,1260,20850,99.2857142857143,413.690476190476,"None.","match","match","match","match"
"63","Delano Beach","Delano Beach East - north - HC - test - 2017","CPS","SC 16-17",2017-07-17,"6",1172,"DNR",2018-05-30,"present","turf",308,2.75,112,317,0.262798634812287,"DNR snorkel monitoring. Zm looked OK with some repros. Quite a bit of macroalgae on site.",NA,"DEL_3__2017-07-17__turf__CTI","DEL_3",2017-07-17,"turf","CTI","zos_rest_ps__WDFW__Hart Crowser","test","point",10,1,10,6,1.67,167,1172,117.2,195.333333333333,"Referred to as 'South Head 1' in final report. Turfs plant 5-15 shoots per staple (X= ~7 shoots/staple because donor site was Cutts Island with larger Zm than Rocky Bay). Estimated number of PUs at test-transplant site as 1172/7 = 167.","match","match","match","match"
"64","Delano Beach","Delano Beach East - north - HC - test - 2017","CPS","SC 16-17",2017-07-17,"6",1172,"DNR",2018-06-28,"present","turf",NA,NA,NA,346,NA,"DNR snorkel monitoring. On site with P. Dowty to add 9, 50 cm long rebar with 25 shoots per rebar. 225 shoots total.",NA,"DEL_3__2017-07-17__turf__CTI","DEL_3",2017-07-17,"turf","CTI","zos_rest_ps__WDFW__Hart Crowser","test","point",10,1,10,6,1.67,167,1172,117.2,195.333333333333,"Referred to as 'South Head 1' in final report. Turfs plant 5-15 shoots per staple (X= ~7 shoots/staple because donor site was Cutts Island with larger Zm than Rocky Bay). Estimated number of PUs at test-transplant site as 1172/7 = 167.","match","match","match","match"
"65","Delano Beach","Delano Beach East - north - HC - test - 2017","CPS","SC 16-17",2017-07-17,"6",1172,"DNR",2018-08-12,"present","turf",NA,NA,NA,391,NA,"DNR snorkel monitoring. Counted 285 Zm shoots across site but visibility was poor and team count not account for all Zm at site with confidence.",NA,"DEL_3__2017-07-17__turf__CTI","DEL_3",2017-07-17,"turf","CTI","zos_rest_ps__WDFW__Hart Crowser","test","point",10,1,10,6,1.67,167,1172,117.2,195.333333333333,"Referred to as 'South Head 1' in final report. Turfs plant 5-15 shoots per staple (X= ~7 shoots/staple because donor site was Cutts Island with larger Zm than Rocky Bay). Estimated number of PUs at test-transplant site as 1172/7 = 167.","match","match","match","match"
"66","Delano Beach","Delano Beach East - north - HC - test - 2017","CPS","SC 16-17",2017-07-17,"6",1172,"PNNL",2019-06-08,"present","turf",10,6,1.66666666666667,691,0.00853242320819113,"PNNL divers found toggle at site and a few eelgrass shoots observed; less macroalgae present than at south site",NA,"DEL_3__2017-07-17__turf__CTI","DEL_3",2017-07-17,"turf","CTI","zos_rest_ps__WDFW__Hart Crowser","test","point",10,1,10,6,1.67,167,1172,117.2,195.333333333333,"Referred to as 'South Head 1' in final report. Turfs plant 5-15 shoots per staple (X= ~7 shoots/staple because donor site was Cutts Island with larger Zm than Rocky Bay). Estimated number of PUs at test-transplant site as 1172/7 = 167.","match","match","match","match"
"67","Delano Beach","Delano Beach East - PNNL - test - 2020","CPS","0",2020-07-01,"6.25",625,"DNR",2021-04-30,"present","rebar",NA,NA,NA,303,NA,"Zm present. Removed 16 sticks of rebar.",NA,"DEL_east_1__2020-07-01__rebar__THC","DEL_east_1",2020-07-01,"rebar","THC","zos_rec_ps__USACE__PNNL","test","point",2.5,2.5,6.25,6.25,0.625,25,625,100,100,"180deg az, sandy with shell hash, some ulva with sand on it and chaetomorpha, firm bottom","match","match","match","match"
"68","Delano Beach","Delano Beach East - PNNL - test - 2020","CPS","0",2020-07-01,"6.25",625,"DNR",2021-06-12,"present","rebar",23,NA,NA,346,NA,"eelgrass present, green algae present",NA,"DEL_east_1__2020-07-01__rebar__THC","DEL_east_1",2020-07-01,"rebar","THC","zos_rec_ps__USACE__PNNL","test","point",2.5,2.5,6.25,6.25,0.625,25,625,100,100,"180deg az, sandy with shell hash, some ulva with sand on it and chaetomorpha, firm bottom","match","match","match","match"
"69","Delano Beach","Delano Beach East - PNNL - test - 2020","CPS","0",2020-07-01,"6.25",625,"PNNL",2021-04-21,"present","rebar",38,6.25,6.08,294,0.0608,"Y","moon snail egg pieces could indicate what is disturbing, rebar skewed also showing disturbance, not a lot of ulva in site but patches of ulva just outside of site could be an issue","DEL_east_1__2020-07-01__rebar__THC","DEL_east_1",2020-07-01,"rebar","THC","zos_rec_ps__USACE__PNNL","test","point",2.5,2.5,6.25,6.25,0.625,25,625,100,100,"180deg az, sandy with shell hash, some ulva with sand on it and chaetomorpha, firm bottom","match","match","match","match"
"70","Delano Beach","Delano Beach East - PNNL - test - 2020","CPS","0",2020-07-01,"6.25",625,"PNNL",2022-05-20,"present","rebar",NA,NA,NA,688,NA,NA,NA,"DEL_east_1__2020-07-01__rebar__THC","DEL_east_1",2020-07-01,"rebar","THC","zos_rec_ps__USACE__PNNL","test","point",2.5,2.5,6.25,6.25,0.625,25,625,100,100,"180deg az, sandy with shell hash, some ulva with sand on it and chaetomorpha, firm bottom","match","match","match","match"
"71","Delano Beach","Delano Beach East - south - HC - test - 2017","CPS","SC 16-17",2017-07-17,"6",1015,"DNR",2018-05-30,"present","turf",NA,NA,NA,317,NA,"DNR snorkel monitoring. Combined with north monitoring.",NA,"DEL_2__2017-07-17__turf__CTI","DEL_2",2017-07-17,"turf","CTI","zos_rest_ps__WDFW__Hart Crowser","test","point",10,1,10,6,1.45,145,1015,101.5,169.166666666667,"Referred to as 'South Head 2' in final report. Turfs plant 5-15 shoots per staple (X= ~7 shoots/staple because donor site was Cutts Island with larger Zm than Rocky Bay). Estimated number of PUs at test-transplant site as 1015/7 = 145.","match","match","match","match"
"72","Delano Beach","Delano Beach East - south - HC - test - 2017","CPS","SC 16-17",2017-07-17,"6",1015,"PNNL",2019-06-08,"absent","turf",0,6,0,691,0,"PNNL divers found toggle at site but no eelgrass observed; macroalgae present throughout site",NA,"DEL_2__2017-07-17__turf__CTI","DEL_2",2017-07-17,"turf","CTI","zos_rest_ps__WDFW__Hart Crowser","test","point",10,1,10,6,1.45,145,1015,101.5,169.166666666667,"Referred to as 'South Head 2' in final report. Turfs plant 5-15 shoots per staple (X= ~7 shoots/staple because donor site was Cutts Island with larger Zm than Rocky Bay). Estimated number of PUs at test-transplant site as 1015/7 = 145.","match","match","match","match"
"73","Delano Beach","Delano Beach East - south - HC - test - 2017","CPS","SC 16-17",2017-07-17,"6",1015,"DNR",2021-04-30,"absent","turf",NA,NA,NA,1383,NA,"No Zm observed. Thick ulva cover. Removed ground tackle (2 helical anchors with buoys).",NA,"DEL_2__2017-07-17__turf__CTI","DEL_2",2017-07-17,"turf","CTI","zos_rest_ps__WDFW__Hart Crowser","test","point",10,1,10,6,1.45,145,1015,101.5,169.166666666667,"Referred to as 'South Head 2' in final report. Turfs plant 5-15 shoots per staple (X= ~7 shoots/staple because donor site was Cutts Island with larger Zm than Rocky Bay). Estimated number of PUs at test-transplant site as 1015/7 = 145.","match","match","match","match"
"74","Delano Beach","Delano Beach West - PNNL - large - 2021","CPS","0",2021-06-03,"250",12305,"DNR",2022-05-20,"present","rebar",NA,NA,NA,351,NA,"Lots of eelgrass present. Shoot counts not taken.",NA,"DEL_L__2021-06-03__rebar__GPT","DEL_L",2021-06-03,"rebar","GPT","zos_rec_ps__USACE__PNNL","large scale","point",50,5,250,149.25,14.925,597,12305,49.22,82.4455611390285,"None.","match","no_match","match","match"
"75","Delano Beach","Delano Beach West - PNNL - large - 2021","CPS","0",2021-06-03,"250",12305,"DNR",2022-08-10,"present","rebar",NA,NA,NA,433,NA,"Quick stop by Delano to check on eelgrass. Lots of eelgrass present. Shoot counts not taken. Rebar collected. Volunteer help from Bruce Morse.",NA,"DEL_L__2021-06-03__rebar__GPT","DEL_L",2021-06-03,"rebar","GPT","zos_rec_ps__USACE__PNNL","large scale","point",50,5,250,149.25,14.925,597,12305,49.22,82.4455611390285,"None.","match","no_match","match","match"
"76","Delano Beach","Delano Beach West - PNNL - large - 2021","CPS","0",2021-06-03,"250",12305,"DNR",2023-06-05,"present","rebar",NA,NA,NA,732,NA,"Lots of Zm present. Shoot counts not taken.",NA,"DEL_L__2021-06-03__rebar__GPT","DEL_L",2021-06-03,"rebar","GPT","zos_rec_ps__USACE__PNNL","large scale","point",50,5,250,149.25,14.925,597,12305,49.22,82.4455611390285,"None.","match","no_match","match","match"
"77","Delano Beach","Delano Beach West - PNNL - large - 2021","CPS","0",2021-06-03,"250",12305,"DNR",2023-06-18,"present","rebar",NA,NA,NA,745,NA,NA,NA,"DEL_L__2021-06-03__rebar__GPT","DEL_L",2021-06-03,"rebar","GPT","zos_rec_ps__USACE__PNNL","large scale","point",50,5,250,149.25,14.925,597,12305,49.22,82.4455611390285,"None.","match","no_match","match","match"
"78","Delano Beach","Delano Beach West - PNNL - large - 2021","CPS","0",2021-06-03,"250",12305,"DNR",2024-05-09,"present","rebar",NA,NA,NA,1071,NA,"Lots of Zm present. Shoot counts not taken.",NA,"DEL_L__2021-06-03__rebar__GPT","DEL_L",2021-06-03,"rebar","GPT","zos_rec_ps__USACE__PNNL","large scale","point",50,5,250,149.25,14.925,597,12305,49.22,82.4455611390285,"None.","match","no_match","match","match"
"79","Delano Beach","Delano Beach West - PNNL - large - 2021","CPS","0",2021-06-03,"250",12305,"DNR",2025-04-01,"present","rebar",NA,NA,NA,NA,NA,"Lots of Zm present. Shoot counts not taken. Lots of green algae on the Zm too.",NA,"DEL_L__2021-06-03__rebar__GPT","DEL_L",2021-06-03,"rebar","GPT","zos_rec_ps__USACE__PNNL","large scale","point",50,5,250,149.25,14.925,597,12305,49.22,82.4455611390285,"None.","match","no_match","match","match"
"80","Delano Beach","Delano Beach West - PNNL - test - 2020","CPS","0",2020-07-01,"6.75",692,"DNR",2021-04-30,"present","rebar",NA,NA,NA,303,NA,"Zm present. Looks great.",NA,"DEL_west_1__2020-07-01__rebar__THC","DEL_west_1",2020-07-01,"rebar","THC","zos_rec_ps__USACE__PNNL","test","point",3,2.5,7.5,6.75,0.675,27,692,92.2666666666667,102.518518518519,"270deg az, sandy with patches of ulva and other ""green stuff""","match","match","match","match"
